,ncessch,bias_own_ses_hs,med_family_income,rent_pctage_household_income,num_white,num_black,num_native,num_asian,num_hispanic,num_ell,commute_total,commute_less_than_10_min,commute_10to14min,commute_15to19min,commute_20to24min,commute_25to29min,commute_30to34min,commute_35to44min,commute_45to59min,commute_60_more_min,poverty_status_total,poverty_status_income_below_poverty_lvl,poverty_status_fam_households,poverty_status_married_fam,poverty_status_other_fam,snap_total,snap_with_cash_public_assist,snap_no_cash_public_assist,poverty_inc_ratio_total,poverty_inc_ratio_under.5,poverty_inc_ratio_.50to.99,poverty_inc_ratio_1.00to1.24,poverty_inc_ratio_1.25to1.49,poverty_inc_ratio_1.50to1.84,poverty_inc_ratio_1.85to1.99,poverty_inc_ratio_2.00over,pct_commute_less_than_29,pct_commute_greater_than_30,pct_snap_no_cash_public_assist,pct_snap_with_cash_public_assist,pct_poverty_inc_ratio_185_under,nces_id,ap_courses,honors_classes,gs_equity_rating,gs_overall_rating,gs_test_rating,gs_progress_rating,high_school,clustering_hs,volunteering_rate_hs,pct_married_couple_families,pct_single_parent_families,pct_english_lang,pct_non_english_lang,pct_homeowners,pct_non_homeowners,pct_less_than_hs_edu,pct_hs_degree,pct_associates_degree,pct_bachelors_degree,pct_post_grad_higher_degree
626,170705000367,0.03881,90441.51748251748,33.544405594405596,5.390962671905697,1.9980353634577603,0.025540275049115914,0.26522593320235754,2.2337917485265226,1.781925343811395,282590.0,14186.0,16703.0,30702.0,40252.0,16378.0,36902.0,43857.0,38258.0,45352.0,224622.0,13769.0,6310.0,3173.0,3137.0,224622.0,26971.0,197651.0,593167.0,20514.0,27020.0,16374.0,12749.0,20762.0,13276.0,482472.0,0.4183481368767472,0.5816518631232528,0.879927166528657,0.12007283347134297,0.16423536710572234,170705000367,22.0,0.0,4.0,6.0,,,170705000367,0.43967,0.048590001,0.4431454712256081,0.18423793111998216,0.8353933698643723,0.32921326027125536,0.7779468646946518,0.22205313530534823,0.08967692453238188,0.27842368093847986,0.11017576224456697,0.17980829008541463,0.08583529300464915
627,170840000458,0.053229999,84659.94047619047,33.09904761904762,9.776805251641138,0.474835886214442,0.045951859956236324,0.38402625820568925,2.160831509846827,5.549234135667396,288695.0,18488.0,41143.0,28744.0,35454.0,16803.0,40181.0,19630.0,40420.0,47832.0,257333.0,32125.0,18030.0,11326.0,6704.0,257333.0,27078.0,230255.0,655695.0,23689.0,59994.0,33815.0,12520.0,36141.0,10750.0,478786.0,0.4871300161069641,0.512869983893036,0.8947744750964703,0.10522552490352967,0.25340897825970915,170840000458,26.0,0.0,7.0,8.0,,,170840000458,0.37228,0.062830001,0.5637994122940267,0.12864532505789247,0.6651216602060049,0.6697566795879902,0.8294566345051845,0.17054336549481547,0.08458662949278811,0.26747247848524003,0.08126591412229602,0.19664093962267,0.17502984488216938
628,170840000459,0.027380001,103183.31543624161,27.118456375838928,10.03305785123967,0.6599763872491146,0.014167650531286895,0.7154663518299882,1.7024793388429753,3.2491145218417947,305778.0,27211.0,29900.0,26284.0,25806.0,20225.0,45311.0,43221.0,40591.0,47229.0,259857.0,17595.0,14031.0,11289.0,2742.0,259857.0,18807.0,241050.0,675761.0,7925.0,33061.0,8869.0,7624.0,25252.0,12414.0,580616.0,0.42326786099719405,0.576732139002806,0.9276255786836606,0.07237442131633937,0.12242641999168345,170840000459,28.0,0.0,7.0,9.0,,,170840000459,0.34469,0.052700002,0.649645179934774,0.11636345426357883,0.7187604980208948,0.5624790039582103,0.8597078394264455,0.14029216057355448,0.06059971530990427,0.2117208995512659,0.10504348467620842,0.2618389417860832,0.18986898179892894
629,170840000460,0.036869999,91527.56666666667,38.95,11.79504132231405,0.6975206611570248,0.026446280991735537,0.5818181818181818,2.1553719008264465,3.3289256198347106,123499.0,13122.0,13798.0,12949.0,11548.0,5630.0,13622.0,11534.0,16561.0,24735.0,108968.0,6591.0,4263.0,3116.0,1147.0,108968.0,8232.0,100736.0,265097.0,9292.0,12038.0,6948.0,8881.0,4121.0,8400.0,215417.0,0.4619227686054138,0.5380772313945862,0.9244548858380442,0.0755451141619558,0.15571658675880903,170840000460,22.0,0.0,6.0,8.0,,,170840000460,0.40843001,0.052999999,0.5732528134332376,0.13905422253148933,0.8255443584295306,0.34891128314093883,0.881547937091757,0.11845206290824294,0.05547496661403163,0.27880771675410876,0.11376033414758924,0.230986607963467,0.114978396011844
630,170942000545,0.11277,77332.47424892704,29.686695278969957,4.872785829307569,4.777777777777778,0.033816425120772944,1.1127214170692432,1.3043478260869565,2.652173913043478,427366.0,68043.0,92549.0,123013.0,83704.0,18386.0,21938.0,3436.0,10343.0,5954.0,373722.0,40978.0,15740.0,2260.0,13480.0,373722.0,51822.0,321900.0,887999.0,54408.0,41856.0,31691.0,65683.0,86526.0,24248.0,583587.0,0.9024934131400252,0.09750658685997482,0.861335431149357,0.138664568850643,0.3155003552931929,170942000545,20.0,0.0,3.0,5.0,,,170942000545,0.41699001,0.067649998,0.4620668719571512,0.13651970535679378,0.8157100114757228,0.3685799770485545,0.6397887915075052,0.36021120849249477,0.06600810995808419,0.16451989849931625,0.07837794899130354,0.2076962937996386,0.2524243013661612
631,170942000546,0.15505999,82074.63806970509,27.904825737265416,3.5438448566610457,1.7048903878583475,0.05564924114671164,1.0463743676222597,1.0834738617200674,1.7079069767441861,565506.0,87701.0,181303.0,157942.0,71131.0,24318.0,13301.0,5088.0,18051.0,6671.0,486561.0,56174.0,21643.0,8445.0,13198.0,486561.0,56067.0,430494.0,1147571.0,77691.0,72123.0,80133.0,25060.0,70282.0,48041.0,774241.0,0.9237656187555924,0.07623438124440766,0.8847688162429788,0.11523118375702121,0.2834587141013497,170942000546,20.0,0.0,1.0,4.0,,,170942000546,0.43680999,0.072549999,0.3865866635609891,0.11499994416161861,0.7723437283127715,0.455312543374457,0.532710921508785,0.46728907849121504,0.055287843358525164,0.18025271404467255,0.07633721971147847,0.19839083328360071,0.32894601207688845
632,171137001366,0.05883,102941.78810408922,30.66914498141264,9.339285714285714,0.09722222222222222,0.027777777777777776,0.22023809523809523,2.1051587301587302,1.3452380952380953,217891.0,32357.0,21112.0,22445.0,28563.0,10016.0,25052.0,19138.0,22668.0,36540.0,161552.0,6501.0,2190.0,722.0,1468.0,161552.0,8412.0,153140.0,442234.0,8367.0,9196.0,3797.0,5564.0,16498.0,12019.0,386793.0,0.5254599776952696,0.47454002230473036,0.9479300782410617,0.0520699217589383,0.09818783720835576,171137001366,21.0,0.0,6.0,8.0,,,171137001366,0.44773999,0.072729997,0.6053057099545225,0.14901465386558868,0.8766001347481893,0.24679973050362136,0.8597102913929594,0.1402897086070406,0.027220824083079995,0.20239190833635012,0.09961050799701665,0.31737273904908125,0.13813445106924932
633,171137001367,0.068949997,92949.21337579619,25.53694267515924,6.996672212978369,0.27454242928452577,0.04326123128119801,0.2612312811980033,2.590682196339434,1.276206322795341,196395.0,27350.0,31422.0,20312.0,22474.0,7689.0,12897.0,13897.0,25920.0,34434.0,155733.0,9696.0,6430.0,3387.0,3043.0,155733.0,12906.0,142827.0,411180.0,14141.0,11387.0,6106.0,7223.0,27019.0,5024.0,340280.0,0.5562616156215789,0.44373838437842106,0.9171273911117104,0.08287260888828957,0.16021207257162312,171137001367,23.0,0.0,7.0,8.0,,,171137001367,0.43149,0.066940002,0.6128260256785811,0.16261074786242116,0.8410149837781671,0.31797003244366573,0.7766029768583257,0.22339702314167437,0.08580888249445728,0.20110618425397425,0.08934088872116609,0.27901669890089154,0.12741461861408557
634,171137001368,0.02318,95414.01657458564,30.466298342541435,13.66554054054054,0.34121621621621623,0.0945945945945946,0.581081081081081,4.14527027027027,2.5304054054054053,141189.0,13216.0,18417.0,16850.0,18487.0,7088.0,10823.0,11322.0,20654.0,24332.0,106724.0,7323.0,3201.0,1931.0,1270.0,106724.0,7955.0,98769.0,299973.0,5732.0,11575.0,4345.0,9579.0,12306.0,4961.0,251475.0,0.5245309478783758,0.4754690521216242,0.9254619392076758,0.07453806079232413,0.14513639560893815,171137001368,24.0,0.0,9.0,10.0,,,171137001368,0.43065,0.05759,0.6828838433838488,0.12084552704011141,0.8453475342421045,0.3093049315157911,0.8462178657296098,0.15378213427039022,0.045448374078856525,0.19815236890225407,0.11485586686425574,0.25876945920103533,0.13783859515329042
635,171137002154,0.01274,110603.0508982036,24.264071856287426,7.776659959758551,0.09054325955734406,0.03219315895372234,0.1750503018108652,1.1730382293762576,0.7927565392354124,290138.0,30123.0,43242.0,29795.0,37704.0,11240.0,30647.0,18773.0,39136.0,49478.0,224578.0,11410.0,5233.0,2433.0,2800.0,224578.0,8941.0,215637.0,599539.0,16774.0,13264.0,5750.0,6257.0,16441.0,15960.0,525093.0,0.524247082422847,0.47575291757715293,0.9601875517637525,0.03981244823624754,0.09755161882713217,171137002154,22.0,0.0,6.0,8.0,,,171137002154,0.43981999,0.06442,0.6806723796388617,0.1056533827618165,0.8448668900904384,0.3102662198191234,0.8549692755711142,0.1450307244288858,0.07499736776667884,0.22407362188584395,0.10417371395800523,0.25176695662303505,0.15703119924550113
636,171257001518,0.0221,135816.56545961002,30.45933147632312,8.743383199079402,0.42462600690448793,0.04027617951668585,1.0609896432681243,1.6559263521288838,2.286536248561565,479830.0,44986.0,46861.0,67554.0,65861.0,27488.0,72894.0,41322.0,46817.0,66047.0,461018.0,39439.0,7117.0,3844.0,3273.0,461018.0,32989.0,428029.0,1020982.0,35052.0,28126.0,13682.0,24247.0,22085.0,11850.0,885940.0,0.5267490569576725,0.4732509430423275,0.9284431410487226,0.07155685895127739,0.12066030547061554,171257001518,25.0,0.0,6.0,8.0,,,171257001518,0.40753001,0.062430002,0.4988428693961882,0.09989085030668007,0.7951600112925877,0.4096799774148246,0.7194079663092479,0.28059203369075214,0.02939247412011551,0.13937921966081637,0.0800194553143644,0.3388719918220302,0.24451582270818398
637,171257001519,0.059780002,104419.31578947368,31.523057644110278,9.694550063371356,1.5297845373891001,0.06717363751584284,1.1609632446134348,3.0,3.4740177439797213,334420.0,21549.0,32340.0,39587.0,42844.0,30246.0,51109.0,32926.0,37223.0,46596.0,280762.0,19791.0,6848.0,2119.0,4729.0,280762.0,21027.0,259735.0,713742.0,26104.0,20688.0,22812.0,23547.0,43281.0,16697.0,560613.0,0.49807427785419534,0.5019257221458047,0.9251073863272096,0.07489261367279047,0.19115030361110877,171257001519,23.0,0.0,5.0,7.0,,,171257001519,0.36790001,0.057799999,0.6041426877709796,0.12530613657802048,0.713862902737272,0.5722741945254558,0.7774246449681099,0.22257535503189013,0.04892895273561521,0.17335453077873744,0.07421987248825458,0.31381369454652497,0.20401528832653099
638,171371001674,0.071460001,63148.87106017192,30.32779369627507,4.566964285714286,1.0639880952380953,0.6145833333333334,1.1726190476190477,13.180059523809524,11.650297619047619,235323.0,15218.0,32250.0,40457.0,32810.0,20530.0,36135.0,19105.0,17833.0,20985.0,162995.0,22507.0,13502.0,5506.0,7996.0,162995.0,27333.0,135662.0,509752.0,26071.0,52019.0,27543.0,33154.0,44778.0,26723.0,299464.0,0.6003025628604088,0.3996974371395911,0.8323077395012117,0.1676922604987883,0.36010648315259186,171371001674,18.0,0.0,2.0,2.0,,,171371001674,0.31948999,0.043280002,0.5354905547372,0.2259659743917639,0.4895956423911812,1.0208087152176377,0.664365378700811,0.33563462129918903,0.25118507996297124,0.25297267532799184,0.0702090050116513,0.15158050563411754,0.10066994924506018
639,171371001690,0.13452999,76021.24733096086,29.559786476868325,4.0042194092827,1.5485232067510548,0.4838255977496484,0.3136427566807314,9.563994374120956,7.19690576652602,430808.0,54764.0,55841.0,58729.0,51549.0,27917.0,74237.0,34540.0,39774.0,33457.0,347035.0,38822.0,18705.0,6315.0,12390.0,347035.0,47061.0,299974.0,897548.0,42918.0,58649.0,20422.0,44469.0,54655.0,27033.0,649402.0,0.5775194518207647,0.4224805481792353,0.8643911997348971,0.13560880026510294,0.24635228422323932,171371001690,17.0,0.0,2.0,2.0,,,171371001690,0.33113,0.048939999,0.4720840957387907,0.1791674796062033,0.6641048085593305,0.671790382881339,0.6550192205272066,0.3449807794727933,0.18631156828724196,0.23400522880445687,0.07540455366311391,0.16091114573374407,0.08916705026970244
640,171371001703,0.098289996,93090.46596858639,29.058115183246077,7.538834951456311,1.9611650485436893,0.5533980582524272,2.7815533980582523,11.266990291262136,10.83495145631068,186621.0,13802.0,11429.0,24033.0,32453.0,18956.0,34220.0,16411.0,16111.0,19206.0,142297.0,13598.0,7267.0,3509.0,3758.0,142297.0,14297.0,128000.0,390794.0,17391.0,19053.0,7555.0,21254.0,15364.0,23831.0,286346.0,0.5394516158417327,0.46054838415826727,0.8995270455455843,0.10047295445441576,0.20629027057733743,171371001703,18.0,0.0,3.0,4.0,,,171371001703,0.35159999,0.034320001,0.5245053072991744,0.18248531706794058,0.5341608987264864,0.931678202547027,0.7863678059589474,0.21363219404105263,0.15407614464652183,0.30594083928950533,0.10342804236548486,0.19240794470785272,0.0724677423159484
641,171371002108,0.05167,87646.79393939395,30.691515151515155,8.563106796116505,0.6194174757281553,0.229126213592233,2.6601941747572817,6.867961165048544,6.675728155339806,136078.0,8711.0,16488.0,15509.0,14562.0,12622.0,26104.0,15344.0,12792.0,13946.0,86254.0,9068.0,6256.0,3046.0,3210.0,86254.0,9760.0,76494.0,279521.0,10878.0,17640.0,9456.0,9969.0,12484.0,5204.0,213890.0,0.4989197372095416,0.5010802627904584,0.8868458274398868,0.11315417256011315,0.216180537419371,171371002108,22.0,0.0,3.0,5.0,,,171371002108,0.36272001,0.045529999,0.6717440881983487,0.16814842819452744,0.6322182518872642,0.7355634962254717,0.8671089592708676,0.13289104072913235,0.09178534806881622,0.21959097641563177,0.08975732026888458,0.26184725228817746,0.14076373855911284
642,171371005611,0.0058499998,79899.77412280702,30.74451754385965,6.249252243270189,0.5194416749750748,0.1744765702891326,1.6141575274177467,4.068793619142572,3.700523560209424,386162.0,28904.0,34983.0,52244.0,61676.0,32457.0,48172.0,40250.0,47240.0,40236.0,305964.0,31559.0,19765.0,6664.0,13101.0,305964.0,34109.0,271855.0,832230.0,26527.0,60349.0,19623.0,33207.0,34516.0,27621.0,630387.0,0.5444968691896147,0.4555031308103853,0.8885195643931966,0.11148043560680342,0.20934357088785552,171371005611,21.0,0.0,2.0,5.0,,,171371005611,0.37628001,0.04998,0.5716212483491442,0.15095296463499902,0.7010677692513531,0.5978644614972939,0.784305432071058,0.21569456792894198,0.12187906623750026,0.2550119622462303,0.08924138813699943,0.22759815385099005,0.11806417063069273
643,171394001737,0.084559999,86508.87359550562,32.79775280898876,4.4003067484662575,0.32975460122699385,0.2745398773006135,0.6748466257668712,7.644171779141105,6.57361963190184,280767.0,35951.0,37424.0,38995.0,43128.0,24372.0,38087.0,15671.0,28292.0,18847.0,208265.0,22282.0,10119.0,5466.0,4653.0,208265.0,30884.0,177381.0,567675.0,20989.0,37647.0,16465.0,18827.0,47773.0,8104.0,417870.0,0.6406379667126122,0.35936203328738775,0.8517081602765707,0.1482918397234293,0.2496164178447175,171394001737,28.0,0.0,4.0,5.0,,,171394001737,0.39342999,0.02877,0.5637135015218289,0.14503417387716538,0.5480467371870384,0.9039065256259231,0.7631567932166499,0.23684320678335016,0.16608986830290332,0.32657543899032226,0.10012284246233663,0.1593522398483488,0.07849913947919784
644,171394001738,0.05212,93834.58143607706,28.90490367775832,6.575396825396825,0.8637566137566137,0.10978835978835978,1.3743386243386244,3.511904761904762,3.1494708994708995,393039.0,46708.0,52608.0,55268.0,52882.0,26646.0,52374.0,27223.0,41773.0,37557.0,350191.0,26331.0,7564.0,2993.0,4571.0,350191.0,23387.0,326804.0,874441.0,35681.0,20184.0,21315.0,28507.0,40935.0,9187.0,718632.0,0.5956457247245184,0.40435427527548157,0.9332164447401561,0.06678355525984392,0.16767512044837787,171394001738,30.0,0.0,4.0,6.0,,,171394001738,0.38539001,0.057560001,0.5325032539478319,0.13030530899388681,0.7594227084337831,0.4811545831324338,0.7129730715518771,0.28702692844812294,0.04945305069543988,0.2731061355328725,0.07181605594951321,0.26431186271667295,0.13179893075949675
645,171755002057,0.040169999,88788.38073394496,25.427981651376147,8.577669902912621,0.7572815533980582,0.0970873786407767,1.0946601941747574,2.9635922330097086,2.9490291262135924,188842.0,19645.0,19473.0,20280.0,28360.0,17124.0,30125.0,18117.0,17533.0,18185.0,153406.0,19258.0,5080.0,905.0,4175.0,153406.0,24527.0,128879.0,399775.0,10300.0,26232.0,9725.0,26195.0,17279.0,14745.0,295299.0,0.5553955158280467,0.44460448417195325,0.8401170749514361,0.15988292504856394,0.224453755237321,171755002057,26.0,0.0,7.0,9.0,,,171755002057,0.43375999,0.08495,0.5656292540078309,0.1129396685206929,0.7432883158923885,0.5134233682152229,0.7566625656666776,0.24333743433332242,0.06047528069303044,0.16845507602920778,0.08004920306734016,0.31831505666204296,0.16875081787013532
646,171755005623,0.0062299999,118665.1498470948,29.022018348623856,7.212814645308924,0.5583524027459954,0.11670480549199085,0.5789473684210527,3.7871853546910756,3.2471395881006866,318075.0,16324.0,27726.0,35545.0,27953.0,17719.0,51690.0,34054.0,50563.0,56501.0,241123.0,9903.0,6969.0,4291.0,2678.0,241123.0,13117.0,228006.0,671833.0,15155.0,15933.0,4589.0,24572.0,23566.0,5063.0,582955.0,0.39382849956771204,0.606171500432288,0.9456003782301978,0.054399621769802134,0.12475570565899562,171755005623,30.0,0.0,9.0,10.0,,,171755005623,0.40788999,0.06098,0.6123680289861602,0.15624788830288736,0.7450646621767293,0.5098706756465413,0.8266976435873591,0.1733023564126409,0.08632741766338344,0.21519977609700663,0.08581486864245322,0.22274470000708127,0.1732651733056377
647,171908002193,0.17133,179541.42700729927,27.677007299270073,13.192419825072886,0.27405247813411077,0.04664723032069971,1.0379008746355685,0.8688046647230321,1.6326530612244898,231514.0,25626.0,38013.0,29267.0,31143.0,9165.0,33284.0,16386.0,21705.0,26925.0,195488.0,4685.0,1847.0,1847.0,0.0,195488.0,8558.0,186930.0,519062.0,6328.0,4775.0,3112.0,7990.0,7713.0,1648.0,487496.0,0.5754036472956279,0.42459635270437207,0.9562223768210837,0.043777623178916356,0.05763858652723567,171908002193,27.0,0.0,,10.0,,,171908002193,0.48848999,0.088909999,0.7279787039597325,0.05665665290360074,0.7890782807571717,0.4218434384856566,0.82359061362028,0.17640938637972003,0.02005772152413278,0.03717855564080546,0.021541408588109164,0.4129654941135224,0.411296346166549
648,171908002194,0.34105,140106.44107744106,32.93872053872054,10.544658493870402,0.30472854640980734,0.18213660245183888,0.44658493870402804,3.15061295971979,3.1453590192644483,175207.0,17690.0,24380.0,23720.0,25429.0,15148.0,18367.0,9625.0,14121.0,26727.0,160838.0,12648.0,6220.0,3141.0,3079.0,160838.0,7976.0,152862.0,393508.0,11876.0,16759.0,11584.0,11267.0,11887.0,6249.0,323886.0,0.6070933238968763,0.39290667610312374,0.9504097290441313,0.04959027095586864,0.16104628114295008,171908002194,24.0,0.0,4.0,7.0,,,171908002194,0.45236,0.074960001,0.6418894741499713,0.08229608738644802,0.7366594460240936,0.5266811079518128,0.7505954144430806,0.2494045855569193,0.04359743206145538,0.10033505115915681,0.033966589325154166,0.3558925861613783,0.3504321752139412
649,171932002222,0.02125,200328.96523517382,24.831492842535788,9.492286115007012,0.31977559607293127,0.037868162692847124,2.5035063113604488,1.2244039270687237,2.30975954738331,274535.0,24884.0,29737.0,36855.0,19596.0,16774.0,34259.0,29153.0,41300.0,41977.0,263304.0,15654.0,3731.0,2335.0,1396.0,263304.0,2958.0,260346.0,719669.0,16722.0,8958.0,9276.0,4375.0,13754.0,4035.0,662549.0,0.4656819713333455,0.5343180286666546,0.9887658372071826,0.011234162792817427,0.07376307719243153,171932002222,31.0,0.0,8.0,9.0,,,171932002222,0.4217,0.06617,0.700250971717827,0.07257974466818029,0.7243299001962046,0.5513401996075908,0.8623031972308036,0.1376968027691964,0.01556190302609171,0.0795894015594653,0.04628701451817763,0.36790822051226557,0.39647895747068174
650,171932002223,0.060180001,128022.72952853599,36.51637717121588,6.423566878980892,1.4315286624203822,0.05732484076433121,1.3073248407643312,1.4203821656050954,2.417197452229299,304417.0,31261.0,32111.0,41213.0,36444.0,20729.0,44880.0,27815.0,29934.0,40030.0,283345.0,23093.0,9456.0,3586.0,5870.0,283345.0,16067.0,267278.0,704650.0,28242.0,18529.0,9678.0,18975.0,22831.0,16830.0,589565.0,0.5313697986643322,0.46863020133566785,0.9432952760768675,0.056704723923132576,0.1394380188746186,171932002223,28.0,0.0,3.0,6.0,,,171932002223,0.42181,0.053860001,0.583101180251832,0.13607298026819095,0.7090219739507403,0.5819560520985195,0.7977886516837714,0.20221134831622858,0.04192000244937324,0.17952374999043214,0.06802496319561563,0.3068962613889477,0.23521509834488707
651,172274002520,0.02452,79800.66368515206,28.395169946332736,4.772952853598015,0.21464019851116625,0.17866004962779156,0.37965260545905705,4.80893300248139,5.418227215980025,448947.0,43258.0,67700.0,46894.0,52823.0,29319.0,72317.0,49061.0,46753.0,40822.0,330278.0,36210.0,22330.0,10966.0,11364.0,330278.0,36144.0,294134.0,894579.0,51646.0,49218.0,32339.0,34093.0,51701.0,35783.0,639799.0,0.5345708958963976,0.46542910410360244,0.8905649180387432,0.10943508196125688,0.2448045393419698,172274002520,24.0,0.0,3.0,5.0,,,172274002520,0.37781,0.036150001,0.49331183305231147,0.21740050560931903,0.4144938271036959,1.1710123457926083,0.6322370797036274,0.36776292029637264,0.16743058978150155,0.30887019174352837,0.07843882747776292,0.1674880893707902,0.048683376751390554
652,172274002522,-0.0077900002,77647.07719298246,35.612280701754386,3.6917960088691797,0.41019955654101997,0.4567627494456763,0.30376940133037694,11.534368070953438,9.689578713968958,218194.0,18326.0,20812.0,22359.0,33207.0,11074.0,49716.0,21485.0,24232.0,16983.0,147194.0,17783.0,10709.0,3176.0,7533.0,147194.0,19355.0,127839.0,446847.0,18296.0,34293.0,19733.0,13861.0,15737.0,20298.0,324629.0,0.4847887659605672,0.5152112340394328,0.8685068684864872,0.13149313151351277,0.22808701859920733,172274002522,24.0,0.0,3.0,4.0,,,172274002522,0.36592999,0.02774,0.46050665860118967,0.2740887385777265,0.40368170694822514,1.1926365861035497,0.7098536299229197,0.2901463700770803,0.2301489151675992,0.34123477257180035,0.09897744769697334,0.10908264424137493,0.03246141196446358
653,172307002543,0.01012,109776.13414634146,31.49918699186992,11.487332339791356,0.12965722801788376,0.05216095380029806,0.10879284649776454,1.347242921013413,0.6083707025411061,224629.0,20527.0,18611.0,23966.0,24060.0,11392.0,24942.0,26848.0,31335.0,42948.0,155903.0,7513.0,4542.0,1681.0,2861.0,155903.0,9077.0,146826.0,441393.0,5045.0,14890.0,1480.0,6103.0,6419.0,5908.0,401548.0,0.4387501168593548,0.5612498831406453,0.941777900361122,0.05822209963887802,0.07688613095359464,172307002543,27.0,0.0,9.0,10.0,,,172307002543,0.36515,0.059349999,0.7495485237124935,0.08649366734587878,0.9218486555595509,0.15630268888089816,0.9428023492748412,0.05719765072515882,0.03007511123811079,0.25270645385149204,0.1024901008286729,0.27531228313671063,0.13611870841327509
654,172307002544,0.027039999,130871.31627906977,26.24558139534884,9.099734042553191,0.5957446808510638,0.018617021276595744,0.28058510638297873,1.0452127659574468,0.3696808510638298,170533.0,19365.0,11329.0,17196.0,15274.0,11645.0,22732.0,18772.0,20135.0,34085.0,134629.0,5028.0,3625.0,608.0,3017.0,134629.0,9967.0,124662.0,332502.0,11377.0,2891.0,3345.0,3417.0,13680.0,2090.0,295702.0,0.43867755800930025,0.5613224419906997,0.925966916489018,0.07403308351098203,0.10439034953173214,172307002544,29.0,0.0,8.0,9.0,,,172307002544,0.36474001,0.051399998,0.7351560868894275,0.06238936848125051,0.9069946352223524,0.18601072955529532,0.9205518186687001,0.07944818133129998,0.019238924074143925,0.21683451576364196,0.08965782101354108,0.280125683940779,0.19723897665200202
655,172307006062,-0.02761,121877.875,26.668055555555554,9.355294117647059,0.14588235294117646,0.03058823529411765,0.09647058823529411,1.3741176470588234,1.1670588235294117,50167.0,2377.0,4282.0,9328.0,3683.0,4298.0,6856.0,3605.0,6438.0,9300.0,31103.0,825.0,354.0,27.0,327.0,31103.0,162.0,30941.0,87329.0,1494.0,361.0,248.0,856.0,2207.0,852.0,81311.0,0.4777642673470608,0.5222357326529392,0.9947914992122946,0.005208500787705366,0.05915560695759713,172307006062,27.0,0.0,8.0,9.0,,,172307006062,0.51924002,0.053929999,0.6478224588730828,0.1409957879678932,0.9251251688786458,0.14974966224270841,0.953039815624255,0.046960184375745055,0.02585879444545876,0.22657819022016282,0.09519612348927936,0.24646860198400455,0.1689803593201416
656,172409005030,0.050129998,83917.6345381526,34.59036144578313,7.5764272559852675,0.9576427255985267,0.20994475138121546,5.578268876611418,3.532228360957643,10.835514018691589,209649.0,13285.0,32358.0,30495.0,32766.0,17353.0,34093.0,15831.0,16468.0,17000.0,159699.0,17475.0,7662.0,5085.0,2577.0,159699.0,14704.0,144995.0,426562.0,15530.0,23207.0,31529.0,6673.0,23382.0,9264.0,316977.0,0.6022303946119466,0.39776960538805334,0.9079267872685489,0.09207321273145104,0.23518503757953124,172409005030,28.0,0.0,3.0,5.0,,,172409005030,0.40116999,0.04067,0.564775901941851,0.17272542962293522,0.39426001078997014,1.2114799784200598,0.6644937820219854,0.33550621797801455,0.11681337119038065,0.24769446179841292,0.0730254993286977,0.26266289450649544,0.1415271153641032
657,172409005031,0.0039900001,138631.58097165992,24.522064777327934,10.234624145785878,0.07972665148063782,0.03644646924829157,0.5933940774487472,1.316628701594533,2.1776765375854215,298836.0,26362.0,33765.0,36068.0,34008.0,22070.0,45248.0,21465.0,37601.0,42249.0,250360.0,17627.0,5495.0,2906.0,2589.0,250360.0,3362.0,246998.0,629823.0,19814.0,13731.0,8666.0,9911.0,13812.0,6062.0,557827.0,0.5095537351590839,0.4904462648409161,0.986571337274325,0.013428662725675028,0.10468655479396592,172409005031,,,5.0,8.0,,,172409005031,0.42907,0.06566,0.5965943001198417,0.12289262472367184,0.7011454190400253,0.5977091619199496,0.867586885214593,0.13241311478540702,0.049586882545739605,0.1752139757871355,0.056300600653980085,0.3339480115245767,0.22778302797638306
658,172409005032,0.058729999,89548.85593220338,31.82266949152542,6.135593220338983,0.3870056497175141,0.2175141242937853,1.6031073446327684,4.471751412429379,5.324324324324325,362357.0,38822.0,30044.0,60100.0,50589.0,24375.0,44906.0,36640.0,33463.0,43418.0,285285.0,26849.0,13248.0,6647.0,6601.0,285285.0,32510.0,252775.0,726615.0,41939.0,28639.0,32263.0,22356.0,47935.0,13260.0,540223.0,0.5627875272176335,0.4372124727823666,0.8860437807806228,0.11395621921937711,0.23827198722844972,172409005032,27.0,0.0,3.0,5.0,,,172409005032,0.38229999,0.05855,0.5029536472912893,0.1562268442285526,0.5443741766836818,0.9112516466326362,0.7573378066853285,0.2426621933146715,0.13247176960362547,0.22291458468050085,0.09050828073813201,0.2446892652347946,0.13167682943122364
659,172532002760,0.035719998,92933.7643020595,35.88924485125858,4.4209523809523805,0.06666666666666667,0.06666666666666667,0.05333333333333334,1.4495238095238094,0.6628571428571428,359054.0,39089.0,39984.0,43861.0,42760.0,19438.0,36170.0,31378.0,52549.0,53825.0,282493.0,22547.0,6156.0,3673.0,2483.0,282493.0,21125.0,261368.0,718623.0,19828.0,24799.0,15302.0,9765.0,36348.0,36753.0,575828.0,0.5156104652782033,0.48438953472179674,0.9252193859670859,0.07478061403291408,0.14756276935194115,172532002760,,,8.0,8.0,,,172532002760,0.45719999,0.074730001,0.6093444376104749,0.09787722127100754,0.8813521285968383,0.23729574280632346,0.8557192014229433,0.1442807985770567,0.07211556799610352,0.2621918837160856,0.08920078281561289,0.2232594235683834,0.10161052282576484
